text,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong
retweet user user jongos nista agama ahok sok sok ngong sara majikan nya tebar sara astagfirllah tobat,1,1,1,0,0
user user user user follow beli katolik akun prof user tambah wawas bangsa terima kasih,0,0,0,0,0
user sih bejat cabul user kecut sih onta ye,1,1,1,0,0
wibisono citra jokowi sebar up media massa profesional asing kes jokowi hasil,1,0,1,0,0
retweet user user user adi gaya kayak beruk kalo supir tembak metromini masuk dewan wakil rakyat nkampungan,1,1,1,0,0
user user mainstream mengaartikan pintar pintar relatif gantung bawa mana erti pintar meng undeeestimate orang gue pintar komen rejim now pintar mangkrakin janji doang sok making,1,0,1,0,0
user gue dongo,0,1,0,0,0
user user ih masak samain smaa sampah xf kali f kali xa xf kali f kali xa xf kali f kali xa,0,0,0,0,0
user user user user gue terpukaukaukau,1,0,1,0,0
aspirasi lina sumedang calon gubernur jabar berantas pelakor resah hidup warga desa,0,0,0,0,0
user user user user user yaaelah chat lo urus noh deh mesum anggotadpr mingkem nyata selingkuh pura budek otak,1,1,0,1,0
user takut cina parti dap bimbang fahaman bawa,0,0,0,0,0
cermin pecah kaca,0,0,0,0,0
user lansung tag partai berani iya banci,1,1,1,0,0
awwww comel nya asing warna,0,0,0,0,0
islam jadi manusia idealis realistis hidup lupa ajak keras ajak istirahat,0,0,0,0,0
user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk,1,1,0,1,0
user agama katholik sebut khatolik nusantara agama kristen protestan sebut kristen protestan nusantara agama hindu sebut hindu nusantara agama budha sebut budha nusantara,0,0,0,0,0
bas teknologi digital presiden sistem jalan langsung ramah guna,0,0,0,0,0
user user ah asa hibur cebong bahagia presiden cebong tol cebong lo germo xf kali f kali kali xf kali f kali kali xf kali f kali kali,1,1,1,0,0
resah presiden hidup penuh drama citra main ftv joko judul url,1,0,1,0,0
agama kristen ngolongan darah bahasa nasal san fernando valley,0,0,0,0,0
budha bunuh muslim myanmar,1,0,0,1,0
user jahudi bangkai jerman ibadah,1,1,0,1,0
papamintaketuafraksi rakyat nya setya novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat,1,0,1,0,0
user user user user cina,0,0,0,0,0
user isu bohong kodok biawak roket sekop bangsat karbitan munafik,1,1,0,1,0
ribut komunis blabla emoh baca baca niat agitasi serang perintah pakai cari simpatisan,1,0,1,0,0
presiden jokowi harap skema kerja bangun bangun â â â,0,0,0,0,0
milu langsung pilih presiden dewan wakil rakyat capres kayak kucing karung mekanisme ok capres tentu gubernur prestasi maju capres gubernur,0,0,0,0,0
user vital inter bek kanan beda iya era maicon ambrosio datang cancelo bagus nhmmmm simpul geblek ausilio xf kali f kali kali xf,1,1,1,0,0
user nama agama munafik,1,1,1,0,0
contoh tuding duga korupsi surabaya dorong jaksa usut himbau kpk usut duga korupsi jokowi,1,0,1,0,0
cium bau bau pecun url,0,1,0,0,0
henti konsumen wisata haji umoh tipu podusen wisata jiarah indonesia,1,0,0,1,0
buru nazi simon wiesenthal pegang foto foto gambar mantan kepala gestapo walter rauff van kamar gas gerak eksekusi orang orang yahudi,0,0,0,0,0
retweet user user cacimaki nista agama tahu poligami sembunyi digituin sih,1,0,1,0,0
user bubar nkri harga mati,1,0,0,0,1
user sih royson jokowi kacung nitulah alas fundamental rezim sengaja masuk debt trap komunis cina nso wajib,1,1,1,0,0
user user wkwkwkwk mampus pepet ujin ah,0,1,0,0,0
gubernur jaman now iya anti isu bohong nyebar isu,0,0,0,0,0
azan tv manggil allah swt dungu biadab henti acara catut nama tuhan lanjut,1,1,0,0,1
user user user user laku bani cebong,1,1,0,1,0
deh baju yahudi betopi bas geng jubah putih kopiah minyak atar bejanggut dahi bekuk bak ahli syurga nih betol out of place mohon direjam,0,0,0,0,0
user ge marah auto blacklist hidup nsampah guna daur ulang,0,0,0,0,0
user user anjir rasanyaa bekas silit mah,0,1,0,0,0
user user cebong panas bicara sembarang xf kali f kali kali xf kali f kali kali,1,1,1,0,0
amin moga tiga tampil baik sumbang medali sumsel,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0
bingkai bangkai jadi ajar hidup,0,0,0,0,0
user edan newbie menang liat yampun kartu r gue dikit banget,0,1,0,0,0
kalo partai komunis indonesia alias partai korupsi indonesia ganyang,1,0,0,1,0
perempuan kayak mati deh jelek gausa sok pakai up artist,1,1,1,0,0
jual kayak jarang belai,0,1,0,0,0
user user bijak tugas jajar krl doang tumpang followers doang xe kali xb xef xb kali f nyuruh orang erti erti butuh orang bangkai,0,1,0,0,0
user kayak titit nya sambung pakai accessoris,0,1,0,0,0
user mata gue pas sipit aneh,0,0,0,0,0
banci gigih nk url,0,1,0,0,0
waspada cina komunis indonesia,1,0,0,1,0
user banci kampung hai,1,1,1,0,0
user gembel ganteng kasihan cinta asik asik jos,0,1,0,0,0
dekalarasi pilih kepala daerah aman anti isu bohong toga jemirahan jabon,0,0,0,0,0
setiausaha agung pas datuk takiyuddin hassan sahkan coba pinda lembaga parti presiden parti,0,0,0,0,0
user user memang najis,0,1,0,0,0
user user user user user user user user user sastra e karl mark pentol komunis rusia,0,0,0,0,0
user otak bool deh mess harinua makan silit,0,1,0,0,0
user user ganti rezim kacung cebong mah,1,1,0,1,0
cina hak larang,1,0,0,1,0
hebat bicara cinta pegang quran pegang hidup quran bicara cinta perang bunuh penggal,1,0,0,1,0
user pacar jarang belai,0,1,0,0,0
perjaka jual nsok sok an booking tante idiot anjir,1,1,1,0,0
user rev pilih ulama kafir munafik,1,1,1,0,0
ngejaga bersih lingkung orang melek wajib buang sampah omong tugas bersih,0,0,0,0,0
sejuk gila ofis kulit setia,0,0,0,0,0
user ooo camtu biasa kena imbang nakal kucing anjing abang darkside brightside chill sosial kalai takde lengkap kahkahkah mas selamat maju jaya deh jawab terima kasih,0,0,0,0,0
masalah solusi dampak signifikan kurang nya obat cegah sakit tambah parah,1,0,1,0,0
user gampang kak lu buka handphone buka browser ketik budaya palembang sila nikmat ajar denngan gratis,0,0,0,0,0
user user gerombol onta aku bela umat kepentinga politik praktis tgb demokratis penting umat pikir modern salut untuk tgb,0,0,0,0,0
user culun kampung jes,1,1,1,0,0
retweet user goyang jilboob mantap hyper kontol doi ntadi squirt loh xf kali f kali kali xf kali f kali kali xf kali f kali kali nyang tonton live nya besok doi xe kali xa,0,1,0,0,0
islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0,0,0,0
presiden aspek indonesia mbak user anti investasi asing ubah invasi asing wajib warga negara lawan,0,0,0,0,0
â pkl wib kanit binmas ipda makan teman hutasoit melaks sambang pesan aman tertib masyarakat pilgub pilih kepala daerah karyawan bri ranting muara damenra sihite kawan desa hutanagodang camat muara kabupaten tap utara,0,0,0,0,0
user kalimantan matlam batu bara nya keruk listrik megap,0,0,0,0,0
â fardu kifayahâ hukum wajib ajar islam pilpres utus kalang santri sokong ulama maju pimpin negeri,0,0,0,0,0
user hah bangkai truk,1,1,1,0,0
nahdliyin setop hina maruf amin,0,0,0,0,0
user cebong sial onta singgung laut,1,1,0,1,0
user risa pulang latih iris hazel milik tangkap siluet gadis gadis asing nbelum risa temu gadis radio tempat tinggal r,0,0,0,0,0
user user user hahahaha orang gila omong cak nmakanya micin otak lo encer banci nngomong bicara sembarang muslim muslim silit babi,1,1,1,0,0
user user user user user user user user user user user coba kaca introspeksi keluarga pakai hijab komunis otak pakai cuman property orang,1,0,1,0,0
muhammadiyahinggris jalin kerjasama kendali ekstrimisme,0,0,0,0,0
user neraka kena bom surga orang muka bumi goku,0,0,0,0,0
bot ich liebe dich entar bot kasih aipet barusan nyemplung jamban kuda xe kali xa xcc xaf xcd xa _ xe kali xa xcc xaf xcd xa,0,1,0,0,0
copot darmin nasution menko ekonomi bodoh turun daya beli jabat user user,1,1,1,0,0
retweet user bodo anjir bodo akak akak astagfirullah humor banget url,0,1,0,0,0
user user mata picek cukk nora dok prestasli jokowi nguoblokkk ntolol,1,1,1,0,0
hasil penjara ahok alumni dukung rizieq lengser jokowi lebaran,1,0,0,0,1
user coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu budha lain peluang masuk surga naku fatwa saudi jin adal,0,0,0,0,0
user hujan lebat langit gelap gelita guruh kilat sumbat jari telinga dengar suara petir rana takut mati masakan lepas allah me,0,0,0,0,0
cerdas konseptual,0,0,0,0,0
user nama yoon xe kali kali gi nucapan putus iring kerjap mata antuk gigit bibir ragu gapai gelas minum wine tinggal,0,0,0,0,0
bismillah melayu raya tanah melayu nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0,0,0,0
kawin nih kena simpan duit ilmu agama kena benda kena senang cerita,0,0,0,0,0
aduh lucu banget adek kelas pas lapor mas field trip taman safari heran deh nyebut nama temennya arisan keluarga bawa sekolah ntai arisan,0,1,0,0,0
user main asw,0,1,0,0,0
hebat arif suku baduy hutan jaga budaya nafas hidup hidup jaga imbang alam,0,0,0,0,0
yailaah gilir ramai bela ndulu pas idol mati sedih doang serbu gila an nyang sarap iya maaf,0,1,0,0,0
user user sabar doa usaha ikhtiar mudah mudah sebentar pakai contek pakai planga plongo,1,0,1,0,0
user user user umat islam ente maksud nfpi hti muslim nista islam bajing muslim buat onar kecut lari tgg mesum islam islam gilir mesum islam buat onar islam,1,1,0,1,0
warga semarang prihatin kontroversi puisi gus mus,0,0,0,0,0
celeng nya mas acon susah banget deh xf kali f kali xa,1,1,1,0,0
user cari musuh dasar ana cebong sial,1,1,1,0,0
user tuju dewan wakil rakyat menteri jabat negara wajib potong presiden ntiap pns potong npegawai swasta potong,0,0,0,0,0
cie nih akun hasil bodoh kaum kaum kaum kata jokowi anti islam wkwkwk,1,0,1,0,0
user user user juara bohong junjung bani sial,1,1,0,1,0
user turun cina sipit,0,0,0,0,0
user amin rais kacau nyuruh reformasi pilih kepala daerah salah hasil,1,0,1,0,0
fahri hamzah presiden kpk bubar url,1,0,0,0,1
takut banci user url,0,1,0,0,0
lindung masyarakat wilayah tawangsari bulu amp weru terima bekal pam pilih kepala daerah serentak,0,0,0,0,0
user bodoh,0,1,0,0,0
doi native speaker iya nmother language nya english nkomen jaga bangsad,1,1,1,0,0
nyata bangkai,0,1,0,0,0
user salah tulis salah bu nmkst nya cebong muda kampung xf kali f kali kali xf kali f kali kali xf kali f kali kali,1,1,1,0,0
uname absurd first impression enak imaginenya ganteng typing pas coba eue dm enak banget harap dm,0,0,0,0,0
user user admin presiden pm,0,0,0,0,0
retweet user stw singaraja suka kontol url,0,1,0,0,0
user user user kafir haram pimpin monyet,1,1,0,1,0
shio baekhyun monyet,0,0,0,0,0
ceruk pasar pasar pasar butuh cth asuransi pensiun tentara uji sekolah orang pensiun tentara sekali pensiun tentara asuransi alat butuh orang cacat orang cacat ta,0,0,0,0,0
user user user user kyai staquf nyebut suku ras mudah paham nalar ente bahlul ane ente arab ente sembah ane sodorin arab bani saud profesional israel eh ente pura,1,1,1,0,0
user dosa iya anis sandi bully rendah an orang jahat licik sebenarny bully rendah dunia kejam kawan xf kali f kali xa,0,0,0,0,0
user om om ajar agama budha hindu coba ajar iya buka mulut,0,0,0,0,0
user alam kerja part time cina best kerja melayu tertawa,0,0,0,0,0
user kuat jijik ku cepetin xf kali f kali kali sih asa kejar ya napas sungkan wkwkwk,0,0,0,0,0
retweet user bubar dewan wakil rakyat bubar savekpk,1,0,0,0,1
user user user hehehe pasar global batas lokal aseng asing jujur xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali,0,0,0,0,0
daiping mampus junedi,1,1,1,0,0
retweet user suciwati revolusi mental jokowi omong kosong bual tuju retweet amp comment url,1,0,1,0,0
marahin rp panggil sipit hoshi suka mata nsepele ah fisik nmungkin pakai definisi hoshi milik mata sipit deh,0,0,0,0,0
user otak makelar jual asset negara maling asset negara xf kali f kali kali user pertamina jual isi tka tiongkok xe kali kali nurl,1,0,1,0,0
user akun siti fatimah amp komen laman diringkes parah amp bejat malu bp user moga sehat sabar amp semangat suara benar,1,1,1,0,0
user user user bawang putih kafir haram nhiks hiks hiks,1,1,1,0,0
tuju ahokers lengser prabon jokowi ancurin penjara karuan url,1,0,0,0,1
rawan join gera arus rindu pimpin nasional nasionalis islam moderat user user user user user user user user,0,0,0,0,0
user onta nsd,0,0,0,0,0
user umpan pakai mancing setia,0,0,0,0,0
user user user user user user user user user user user user user komunis berabtad partai komunis indonesia kecoak makan kecoak,1,1,0,1,0
retweeted ikko pribumi kawe user horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas user,0,0,0,0,0
user user mata loee picek iya janji jokowi tagih surabaya mata picek blok xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user indonesia tahan kuat ekonomi politik hun pilih bekerjasama simpan beda agama,0,0,0,0,0
freeport kuasa asing perintah jokowi jonan tri esdm freeport ambil alih saham,0,0,0,0,0
user as clara anak pintar dongo kocak cantik idot gatau malu urat malu putus butt muka nya imut banget,1,1,1,0,0
menag user riset ptkin orientasi publikasi artikel scopus jenis outputnya tantang umat islam ptkin pangkal data rujuk bangun database ulama nusantara,0,0,0,0,0
presiden buruk sejarah bangsa cebong,1,1,1,0,0
me nusantara arti nasionalisasi assets asai asing pimpin sungguh nasionalis patriot nnusantara versi proxy tuju lemah tahan nusantara nasional bangsa,0,0,0,0,0
user foto profile nya pesawat bilang cinta produk asing sederhana ukur parah tingkat munafik mu langsung terjun pesawat ucap sesuai buat,0,0,0,0,0
user remuk rengginang cocot ah,0,1,0,0,0
retweet user ku deh padah eh even bodo bulak curang ompu iya nya maok segal sayang eh bodo sikpande hrgai xe kali xa,1,1,1,0,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0
user user user user user user acara mutu ulah mntan aktif gmni ormas mahasiswa gembong partai komunis indonesia musuh bebuyutan hmi,0,0,0,0,0
user ayo pilih alin alin bawel banget diomongin banci jalan omong,0,1,0,0,0
user adopsi perintah pusat nih ð,0,0,0,0,0
user user prof prof bilang dapat forum buka aco biar prof muka agama ulama melur,0,0,0,0,0
user user biadab oknum aparat keparat,1,1,0,1,0
user hahahaha anjing,0,1,0,0,0
user untung kunti,0,0,0,0,0
kaisoo couple hangat bandara tanggal maret kemarin kalah hunhan korea cina cina korea kai suka banget o,0,0,0,0,0
wuakkakaa mampuss salah diblock jaman jokowi ahok nyagub gaya toong toong anies sandi url,1,0,1,0,0
orang asing obrol bosan tunggu transit teman,0,0,0,0,0
user user user user mata picek mata lihat belah,1,1,1,0,0
user user maaf twiter kali orang bodoh,0,1,0,0,0
user tertawa tertawa kocak kalabong dungu,1,1,1,0,0
catat buka lupa alam pilih kepala daerah dki jakarta user user usung partai gerindra user hasil tumbang tahana usung koalisi motor,0,0,0,0,0
kenal walpri perempuan pilih kepala daerah bondowoso â radar jember,0,0,0,0,0
user user user sana mayoritas budha pendeta demo googling video demo thailand,0,0,0,0,0
user user komunis main,0,0,0,0,0
suka kesal orang pas jadi confess gilir jomlo mana omong silit,0,1,0,0,0
user ehhhhh bandot user kritik jokowi mencret darah is ok ntpi kalo hina fitnah ambil tindak npak jokowi presiden pimpin negara nlu pimpin agama salah kaprah luuuu,1,1,1,0,0
balas gima usir budha user ajar etnis muslim rohingya singkir data sensus duduk myanmar,1,0,0,0,1
astagfirullah mata gue noda nterkutuk ngert porno xf kali f kali xad,1,1,1,0,0
allah panggil orang mamputetapi allah mampu mauyang rinduyang baitullah,0,0,0,0,0
user kntl ye hapus,1,1,1,0,0
obat monyet kedih url,0,0,0,0,0
user pergi bangkai,1,1,1,0,0
bingung toleransi gue mikir alas katolik paus wakil kristus,0,0,0,0,0
user ketawa kunti,0,0,0,0,0
amin iya rabb tolong user indonesia iya alah lebiiihhhh,1,0,1,0,0
retweet user ustadz pks yudi widiana nilep duit pakai bahasa agama juz amp liqo felix kwetiauw amp alumni mingkem amp pura budek gilir bu xe kali xa,1,1,0,1,0
user amin moga istikamah njgn khawatir cibir orang anggap uji ningat orang dulunya suram kafir taubat tokoh juang agama islam,0,0,0,0,0
video call gubernur user dinas istanbul turkey video call lapor hibur malam karaoke sense amp diskotik exotic tutup hormat keras bantu ole,0,0,0,0,0
bela pancasila daulat negara user dukung lengser ancam nyata,1,0,0,0,1
proyek saracen ganjal lantik anies teruus temu saracen foto tokoh partai politik,1,0,1,0,0
user sih ahok kutil babi,1,1,1,0,0
user sukarno konotasi rejim anti demokrasi ndg embel presiden umur hidup,0,0,0,0,0
hajar ndan ganyang partai komunis indonesia url,1,0,0,1,0
bangkai kg tidur siang,0,1,0,0,0
jokowi kasihan goregan pbb,1,0,1,0,0
user amin moga jokowi presiden,0,0,0,0,0
user meni simpang lgbt nikah hidup berkah dunia rusak perzinahan gera stop kawin,0,0,0,0,0
kapolri user mundur jabat,1,0,1,0,0
daya ekonomi pesantren ulama jawa barat dukung jokowi pilpres,0,0,0,0,0
semangat user kantor staf presiden depan publikasi giat presiden rakyat presiden kerja keras bangun bangsa kerja kerja kerja user user user user,0,0,0,0,0
user cocot,0,1,0,0,0
tuju dukung presiden upaya kurang kuasa asing kurang ekspor mentah ganti kontrak rugi indonesia,0,0,0,0,0
